262144,9,9.939000,2359296,0.237378
1048576,9,36.652000,9437184,0.257481
2359296,9,82.164001,21233664,0.258430
4194304,9,143.998001,37748736,0.262148
6553600,9,228.257004,58982400,0.258403
9437184,9,333.688995,84934656,0.254532
12845056,9,452.312012,115605504,0.255588
16777216,9,594.351013,150994944,0.254050
21233664,9,747.549988,191102976,0.255639
26214400,9,902.140015,235929600,0.261522
31719424,9,1089.390015,285474816,0.262050
37748736,9,1303.447998,339738624,0.260646
262144,25,20.888000,6553600,0.313749
1048576,25,81.841003,26214400,0.320309
2359296,25,184.203003,58982400,0.320203
4194304,25,326.792999,104857600,0.320869
6553600,25,510.463989,163840000,0.320963
9437184,25,737.705994,235929600,0.319815
12845056,25,1003.013000,321126400,0.320162
16777216,25,1311.390015,419430400,0.319836
21233664,25,1657.755981,530841600,0.320217
26214400,25,2043.550049,655360000,0.320697
31719424,25,2476.895996,792985600,0.320153
37748736,25,3017.117920,943718400,0.312788
262144,9,9.349000,2359296,0.252358
1048576,9,36.863998,9437184,0.256000
2359296,9,81.579002,21233664,0.260283
4194304,9,144.255005,37748736,0.261681
6553600,9,224.442993,58982400,0.262795
9437184,9,328.648987,84934656,0.258436
12845056,9,442.024994,115605504,0.261536
16777216,9,581.565002,150994944,0.259636
21233664,9,729.617004,191102976,0.261922
26214400,9,912.453979,235929600,0.258566
31719424,9,1094.144043,285474816,0.260912
37748736,9,1298.057983,339738624,0.261728
262144,25,21.490999,6553600,0.304946
1048576,25,83.708000,26214400,0.313165
2359296,25,188.158005,58982400,0.313473
4194304,25,334.721008,104857600,0.313269
6553600,25,518.085022,163840000,0.316242
9437184,25,739.367004,235929600,0.319097
12845056,25,1011.046021,321126400,0.317618
16777216,25,1314.614990,419430400,0.319052
21233664,25,1691.770020,530841600,0.313779
26214400,25,2051.947998,655360000,0.319384
31719424,25,2477.461914,792985600,0.320080
37748736,25,2951.197998,943718400,0.319775
262144,9,9.332000,2359296,0.252818
1048576,9,37.205002,9437184,0.253654
2359296,9,82.953003,21233664,0.255972
4194304,9,147.792999,37748736,0.255416
6553600,9,226.548996,58982400,0.260352
9437184,9,326.583008,84934656,0.260071
12845056,9,442.001007,115605504,0.261550
16777216,9,581.677979,150994944,0.259585
21233664,9,734.465027,191102976,0.260193
26214400,9,907.190979,235929600,0.260066
31719424,9,1093.802979,285474816,0.260993
37748736,9,1297.600952,339738624,0.261821
262144,25,21.004999,6553600,0.312002
1048576,25,85.349998,26214400,0.307140
2359296,25,187.108002,58982400,0.315232
4194304,25,326.778015,104857600,0.320883
6553600,25,515.710999,163840000,0.317697
9437184,25,736.978027,235929600,0.320131
12845056,25,1004.166016,321126400,0.319794
16777216,25,1314.967041,419430400,0.318966
21233664,25,1667.656982,530841600,0.318316
26214400,25,2051.558105,655360000,0.319445
31719424,25,2476.163086,792985600,0.320248
37748736,25,2953.069092,943718400,0.319572
262144,9,9.557000,2359296,0.246866
1048576,9,36.770000,9437184,0.256654
2359296,9,82.710999,21233664,0.256721
4194304,9,144.770996,37748736,0.260748
6553600,9,226.783005,58982400,0.260083
9437184,9,324.787994,84934656,0.261508
12845056,9,443.533997,115605504,0.260646
16777216,9,576.640991,150994944,0.261853
21233664,9,732.898010,191102976,0.260750
26214400,9,908.104004,235929600,0.259805
31719424,9,1091.758057,285474816,0.261482
37748736,9,1296.876953,339738624,0.261967
262144,25,20.875000,6553600,0.313945
1048576,25,82.037003,26214400,0.319544
2359296,25,185.772995,58982400,0.317497
4194304,25,327.347992,104857600,0.320325
6553600,25,511.052002,163840000,0.320594
9437184,25,736.375977,235929600,0.320393
12845056,25,1003.658997,321126400,0.319956
16777216,25,1310.827026,419430400,0.319974
21233664,25,1658.286011,530841600,0.320115
26214400,25,2044.839966,655360000,0.320495
31719424,25,2484.857910,792985600,0.319127
37748736,25,2968.992920,943718400,0.317858
262144,9,9.370000,2359296,0.251793
1048576,9,36.842999,9437184,0.256146
2359296,9,81.459000,21233664,0.260667
4194304,9,149.748001,37748736,0.252082
6553600,9,230.785004,58982400,0.255573
9437184,9,325.376007,84934656,0.261035
12845056,9,441.670990,115605504,0.261746
16777216,9,576.388977,150994944,0.261967
21233664,9,729.052979,191102976,0.262125
26214400,9,901.005981,235929600,0.261851
31719424,9,1116.383057,285474816,0.255714
37748736,9,1330.633057,339738624,0.255321
262144,25,20.607000,6553600,0.318028
1048576,25,83.596001,26214400,0.313584
2359296,25,185.981995,58982400,0.317140
4194304,25,330.958008,104857600,0.316831
6553600,25,514.107971,163840000,0.318688
9437184,25,747.958984,235929600,0.315431
12845056,25,1011.776978,321126400,0.317389
16777216,25,1325.387939,419430400,0.316459
21233664,25,1681.364014,530841600,0.315721
26214400,25,2501.450928,655360000,0.261992
31719424,25,2483.475098,792985600,0.319305
37748736,25,2983.548096,943718400,0.316307
