262144,25,1.466000,6553600,4.470396
1048576,25,4.377000,26214400,5.989125
2359296,25,9.625000,58982400,6.128041
4194304,25,17.687000,104857600,5.928513
6553600,25,26.452999,163840000,6.193626
9437184,25,40.174999,235929600,5.872548
12845056,25,54.049000,321126400,5.941394
16777216,25,69.987000,419430400,5.992976
21233664,25,88.331001,530841600,6.009686
26214400,25,109.807999,655360000,5.968235
31719424,25,133.093002,792985600,5.958132
37748736,25,227.479004,943718400,4.148595
262144,25,1.386000,6553600,4.728427
1048576,25,4.764000,26214400,5.502603
2359296,25,10.375000,58982400,5.685051
4194304,25,17.968000,104857600,5.835796
6553600,25,29.396999,163840000,5.573358
9437184,25,41.179001,235929600,5.729366
12845056,25,54.071999,321126400,5.938867
16777216,25,71.205002,419430400,5.890462
21233664,25,94.364998,530841600,5.625408
26214400,25,113.528000,655360000,5.772673
31719424,25,135.718002,792985600,5.842892
37748736,25,236.578003,943718400,3.989037
262144,25,1.521000,6553600,4.308744
1048576,25,4.211000,26214400,6.225220
2359296,25,10.232000,58982400,5.764503
4194304,25,17.347000,104857600,6.044711
6553600,25,27.000999,163840000,6.067924
9437184,25,43.283001,235929600,5.450861
12845056,25,53.959999,321126400,5.951194
16777216,25,70.709000,419430400,5.931783
21233664,25,89.863998,530841600,5.907166
26214400,25,109.684998,655360000,5.974928
31719424,25,131.621002,792985600,6.024765
37748736,25,225.059998,943718400,4.193186
262144,25,1.529000,6553600,4.286200
1048576,25,4.500000,26214400,5.825422
2359296,25,10.364000,58982400,5.691084
4194304,25,19.745001,104857600,5.310589
6553600,25,26.289000,163840000,6.232265
9437184,25,39.824001,235929600,5.924307
12845056,25,56.659000,321126400,5.667703
16777216,25,70.346001,419430400,5.962391
21233664,25,88.674004,530841600,5.986440
26214400,25,111.142998,655360000,5.896548
31719424,25,134.901993,792985600,5.878235
37748736,25,241.223999,943718400,3.912208
262144,25,1.519000,6553600,4.314417
1048576,25,4.439000,26214400,5.905474
2359296,25,10.781000,58982400,5.470958
4194304,25,17.424000,104857600,6.017998
6553600,25,26.490000,163840000,6.184976
9437184,25,40.028999,235929600,5.893967
12845056,25,56.089001,321126400,5.725301
16777216,25,70.547997,419430400,5.945320
21233664,25,93.074997,530841600,5.703375
26214400,25,114.179001,655360000,5.739759
31719424,25,133.804993,792985600,5.926428
37748736,25,228.067993,943718400,4.137882
